brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported,model_year_numeric,car_age,scaled_mileage,fuel_type_encoded
Land Rover,Rover Range Rover HSE,2011,"174,678 mi.",Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$9,500",9500,174678,True,False,2011,15.0,174.678,0.0
Lexus,RX 450h F Sport Handling,2022,"1,600 mi.",Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,"$59,000",59000,1600,True,False,2022,4.0,1.6,
Porsche,911 GT3 RS,2019,"15,509 mi.",Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Lizard Green,Black,None reported,,"$229,900",229900,15509,,False,2019,7.0,15.509,0.0
Ford,Expedition Platinum,2020,"69,849 mi.",Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,"$48,149",48149,69849,True,False,2020,6.0,69.849,0.0
Toyota,Tacoma PreRunner,2008,"160,000 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,,At least 1 accident or damage reported,Yes,"$17,000",17000,160000,True,True,2008,18.0,160.0,0.0
Toyota,Mirai Base,2016,"40,000 mi.",,151.0HP Electric Motor Hydrogen Fuel,A/T,Silver,Black,None reported,Yes,"$9,500",9500,40000,True,False,2016,10.0,40.0,
Ford,Explorer Sport Trac XLT,2007,"228,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$3,850",3850,228000,True,True,2007,19.0,228.0,0.0
GMC,Sierra 1500 SLE1 Extended Cab,2008,"187,000 mi.",,,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$6,100",6100,187000,True,True,2008,18.0,187.0,
Mercedes-Benz,C-Class C 300 Luxury,2015,"102,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$17,000",17000,102000,True,False,2015,11.0,102.0,0.0
Cadillac,SRX Standard,2016,"48,000 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$24,995",24995,48000,True,True,2016,10.0,48.0,0.0
Chrysler,Town & Country Touring-L,2012,"163,500 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Beige,None reported,Yes,"$5,949",5949,163500,True,False,2012,14.0,163.5,
Porsche,911 Carrera,2023,"1,500 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$149,000",149000,1500,True,False,2023,3.0,1.5,0.0
Porsche,718 Cayman GT4,2021,"2,100 mi.",Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,,,"$136,900",136900,2100,,,2021,5.0,2.1,0.0
Ford,F-350 Lariat,2018,"66,281 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$63,500",63500,66281,True,False,2018,8.0,66.281,1.0
Ford,Mustang Mach-E Select,2021,"18,000 mi.",,266.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$39,499",39499,18000,True,False,2021,5.0,18.0,
Ford,F-150 XL,2014,"27,300 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,"$21,500",21500,27300,True,False,2014,12.0,27.3,0.0
Mazda,CX-30 Base,2020,"19,319 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,"$24,899",24899,19319,True,True,2020,6.0,19.319,0.0
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,"32,936 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,"$90,000",90000,32936,True,True,2016,10.0,32.936,0.0
BMW,M4 Base,2017,"30,450 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$52,999",52999,30450,True,False,2017,9.0,30.45,0.0
Jeep,Wrangler Sport,2017,"38,200 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,,None reported,Yes,"$29,500",29500,38200,True,False,2017,9.0,38.2,0.0
Jeep,Wrangler Sport,2020,"26,315 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$31,871",31871,26315,True,False,2020,6.0,26.315,0.0
Chevrolet,Silverado 1500 LS,2003,"110,000 mi.",Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,"$8,900",8900,110000,True,False,2003,23.0,110.0,0.0
MINI,Hardtop Cooper,2014,"19,700 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$13,500",13500,19700,True,False,2014,12.0,19.7,0.0
Honda,Element EX,2008,"192,000 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$11,000",11000,192000,True,True,2008,18.0,192.0,0.0
Porsche,911 Carrera 4S,2017,"26,000 mi.",Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,"$116,911",116911,26000,True,False,2017,9.0,26.0,0.0
Subaru,Impreza Outback Sport Wagon,2008,"98,313 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,None reported,Yes,"$7,495",7495,98313,True,False,2008,18.0,98.313,0.0
Cadillac,XT5 Premium Luxury,2021,"66,500 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$28,500",28500,66500,True,False,2021,5.0,66.5,0.0
Nissan,Kicks S,2022,"19,877 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Super Black,Charcoal,None reported,,"$18,999",18999,19877,,False,2022,4.0,19.877,0.0
Kia,Seltos S,2021,"16,100 mi.",Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$25,500",25500,16100,True,False,2021,5.0,16.1,0.0
GMC,Yukon SLE,2016,"83,858 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$27,633",27633,83858,True,True,2016,10.0,83.858,0.0
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"24,108 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"$56,000",56000,24108,True,False,2020,6.0,24.108,0.0
Ford,Explorer XLT,2020,"42,609 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,"$32,107",32107,42609,True,True,2020,6.0,42.609,0.0
Subaru,Impreza 2.0i Premium,2017,"160,000 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$7,750",7750,160000,True,True,2017,9.0,160.0,0.0
INFINITI,QX80 Base,2017,"121,525 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$28,500",28500,121525,True,True,2017,9.0,121.525,0.0
Kia,Telluride S,2023,"6,423 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$42,500",42500,6423,True,False,2023,3.0,6.423,0.0
Pontiac,Solstice Base,2007,"62,310 mi.",Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$12,900",12900,62310,True,False,2007,19.0,62.31,0.0
Mazda,Mazda6 Carbon Edition,2021,"21,444 mi.",Gasoline,2.5L I4 16V,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,Yes,"$29,995",29995,21444,True,False,2021,5.0,21.444,0.0
Ford,Transit-350 Base,2015,"112,000 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$29,500",29500,112000,True,True,2015,11.0,112.0,0.0
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,"60,000 mi.",Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,,None reported,Yes,"$16,500",16500,60000,True,False,2013,13.0,60.0,0.0
Dodge,Dart SE,2013,"153,250 mi.",Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$4,399",4399,153250,True,False,2013,13.0,153.25,0.0
Jeep,Wrangler Unlimited Sahara,2019,"57,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$39,900",39900,57000,True,False,2019,7.0,57.0,0.0
Chevrolet,Tahoe LTZ,2011,"140,401 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$16,000",16000,140401,True,True,2011,15.0,140.401,
Ford,F-150 Tremor,2023,"5,500 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$70,000",70000,5500,True,False,2023,3.0,5.5,0.0
Chevrolet,Corvette Stingray w/2LT,2022,"2,010 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,"$89,000",89000,2010,True,False,2022,4.0,2.01,0.0
Tesla,Model 3 Long Range,2018,"24,360 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$31,500",31500,24360,True,False,2018,8.0,24.36,
Audi,A4 2.0T Premium,2013,"96,800 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$11,000",11000,96800,True,True,2013,13.0,96.8,0.0
Cadillac,CTS Performance,2014,"34,988 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$21,500",21500,34988,True,False,2014,12.0,34.988,0.0
Nissan,Frontier SV,2012,"65,750 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$15,995",15995,65750,True,True,2012,14.0,65.75,0.0
Chevrolet,Silverado 1500 LTZ,2019,"56,654 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,"$43,860",43860,56654,True,False,2019,7.0,56.654,0.0
Lincoln,MKT Base,2016,"140,200 mi.",Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$10,500",10500,140200,True,False,2016,10.0,140.2,0.0
Chevrolet,Cruze LT Automatic,2016,"122,971 mi.",Gasoline,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,Kinetic Blue,Jet Black,At least 1 accident or damage reported,Yes,"$12,999",12999,122971,True,True,2016,10.0,122.971,0.0
Nissan,Xterra S,2008,"227,010 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,"$3,850",3850,227010,True,False,2008,18.0,227.01,0.0
Ford,F-150 Lariat SuperCrew,2004,"271,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$9,500",9500,271000,True,True,2004,22.0,271.0,0.0
Porsche,911 Turbo,2022,"13,800 mi.",Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,"$234,000",234000,13800,True,False,2022,4.0,13.8,0.0
Dodge,Ram 2500 Quad Cab,2001,"171,079 mi.",Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,"$27,500",27500,171079,True,False,2001,25.0,171.079,1.0
Chevrolet,Colorado ZR2,2021,"24,915 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,None reported,,"$44,791",44791,24915,,False,2021,5.0,24.915,0.0
Nissan,Kicks S,2022,"15,577 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Electric Blue Metallic,Charcoal,None reported,,"$19,599",19599,15577,,False,2022,4.0,15.577,0.0
Audi,S4 3.0T Premium Plus,2014,"102,370 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$21,373",21373,102370,True,False,2014,12.0,102.37,0.0
Lamborghini,Gallardo LP570-4 Superleggera,2011,"16,000 mi.",Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,"$229,000",229000,16000,True,False,2011,15.0,16.0,0.0
Mercedes-Benz,C-Class C 250 Luxury,2012,"122,000 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$15,000",15000,122000,True,False,2012,14.0,122.0,0.0
FIAT,500X Trekking Plus,2016,"48,500 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Brown,None reported,Yes,"$15,999",15999,48500,True,False,2016,10.0,48.5,0.0
Ford,F-150 XLT,2018,"53,500 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,"$31,500",31500,53500,True,True,2018,8.0,53.5,0.0
Ford,F-250 XL Crew Cab Super Duty,2004,"315,000 mi.",Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,"$9,200",9200,315000,True,False,2004,22.0,315.0,1.0
Ford,E350 Super Duty Base,2006,"158,000 mi.",Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$8,500",8500,158000,True,True,2006,20.0,158.0,0.0
Kia,Sorento SXL,2019,"43,850 mi.",Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$30,000",30000,43850,True,True,2019,7.0,43.85,0.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,"73,500 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"$19,000",19000,73500,True,False,2015,11.0,73.5,0.0
Nissan,Altima 2.5 SL,2014,"153,350 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$9,000",9000,153350,True,True,2014,12.0,153.35,0.0
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,"74,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,"$25,500",25500,74000,True,False,2019,7.0,74.0,0.0
BMW,328 i xDrive,2013,"52,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$17,500",17500,52000,True,False,2013,13.0,52.0,0.0
Audi,Q4 e-tron 50 Premium Plus,2022,250 mi.,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$52,000",52000,250,True,False,2022,4.0,0.25,
Nissan,Pathfinder S,2017,"145,000 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$8,500",8500,145000,True,True,2017,9.0,145.0,0.0
Subaru,Ascent Touring 7-Passenger,2020,"40,971 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,"$32,500",32500,40971,True,False,2020,6.0,40.971,0.0
Ford,E350 Super Duty XLT,2010,"248,000 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$14,000",14000,248000,True,True,2010,16.0,248.0,
GMC,HUMMER EV Edition 1,2023,940 mi.,,Electric Motor Electric Fuel System,A/T,White,Black,,,"$146,000",146000,940,,,2023,3.0,0.94,
BMW,M3 CS,2018,"38,000 mi.",Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$60,500",60500,38000,True,False,2018,8.0,38.0,0.0
Acura,TLX V6 Advance,2016,"128,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$19,500",19500,128000,True,False,2016,10.0,128.0,0.0
Chevrolet,Silverado 1500 ZR2,2022,"7,455 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,,"$68,990",68990,7455,,False,2022,4.0,7.455,0.0
Jeep,Wrangler SE,1999,"137,790 mi.",Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,,None reported,Yes,"$12,000",12000,137790,True,False,1999,27.0,137.79,0.0
Ford,Edge Sport,2016,"92,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$19,995",19995,92000,True,False,2016,10.0,92.0,0.0
Porsche,911 Carrera Cabriolet,2001,"21,450 mi.",Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$36,000",36000,21450,True,False,2001,25.0,21.45,0.0
Nissan,Murano SL,2021,"43,875 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,,"$29,725",29725,43875,,True,2021,5.0,43.875,0.0
Pontiac,G8 GT,2009,"81,327 mi.",Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$17,500",17500,81327,True,False,2009,17.0,81.327,0.0
Mercedes-Benz,E-Class E 350,2021,"72,836 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,"$41,000",41000,72836,True,False,2021,5.0,72.836,0.0
McLaren,720S Performance,2020,"5,072 mi.",Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,"$279,950",279950,5072,True,False,2020,6.0,5.072,0.0
Jeep,Commander Sport,2007,"161,900 mi.",E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,800",4800,161900,True,True,2007,19.0,161.9,
Audi,A5 45 S line Premium Plus,2022,"24,500 mi.",Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$47,000",47000,24500,True,False,2022,4.0,24.5,
BMW,M550 i xDrive,2018,"14,993 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$44,900",44900,14993,True,False,2018,8.0,14.993,0.0
Volkswagen,Jetta 1.4T R-Line,2019,"96,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,"$14,980",14980,96000,True,True,2019,7.0,96.0,0.0
Porsche,Taycan 4S,2022,"7,900 mi.",,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,,None reported,Yes,"$108,000",108000,7900,True,False,2022,4.0,7.9,
Cadillac,CTS 2.0L Turbo Luxury,2019,"35,566 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$26,000",26000,35566,True,True,2019,7.0,35.566,0.0
Lexus,IS-F Base,2008,"113,000 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$34,000",34000,113000,True,True,2008,18.0,113.0,0.0
Ford,Explorer XLT,2022,"20,678 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$46,000",46000,20678,True,False,2022,4.0,20.678,0.0
Porsche,911 Turbo Cabriolet,2008,"10,900 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$129,000",129000,10900,True,False,2008,18.0,10.9,0.0
Buick,LaCrosse Leather,2012,"19,079 mi.",Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,"$15,995",15995,19079,True,False,2012,14.0,19.079,
Mazda,RX-8 Sport,2008,"155,500 mi.",Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$6,800",6800,155500,True,True,2008,18.0,155.5,0.0
Ford,Mustang GT Premium,2019,"35,500 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$32,300",32300,35500,True,False,2019,7.0,35.5,0.0
Mazda,Mazda6 Touring,2021,"52,253 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,"$25,215",25215,52253,True,True,2021,5.0,52.253,0.0
Ford,Ranger Edge SuperCab,2004,"110,000 mi.",Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$8,500",8500,110000,True,True,2004,22.0,110.0,0.0
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,"59,250 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$18,999",18999,59250,True,False,2016,10.0,59.25,0.0
Ford,Thunderbird Deluxe,2004,"39,000 mi.",Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,,,"$22,000",22000,39000,,,2004,22.0,39.0,0.0
Hummer,H2 Base,2008,"155,000 mi.",Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,"$37,000",37000,155000,True,True,2008,18.0,155.0,0.0
BMW,X5 sDrive35i,2017,"39,250 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$28,900",28900,39250,True,False,2017,9.0,39.25,0.0
BMW,X3 xDrive30i,2020,"23,647 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,"$37,998",37998,23647,True,False,2020,6.0,23.647,0.0
Hyundai,Accent GLS,2014,"127,941 mi.",Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,"$7,500",7500,127941,True,False,2014,12.0,127.941,0.0
RAM,1500 Big Horn,2014,"124,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$24,850",24850,124000,True,False,2014,12.0,124.0,0.0
Ford,Bronco Heritage Edition Advanced,2023,"1,500 mi.",Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,,None reported,Yes,"$60,000",60000,1500,True,False,2023,3.0,1.5,0.0
MINI,Countryman Cooper S ALL4,2014,"70,700 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$15,750",15750,70700,True,False,2014,12.0,70.7,0.0
Cadillac,Escalade Premium,2013,"113,395 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$18,800",18800,113395,True,True,2013,13.0,113.395,
Mercedes-Benz,GLE 350 GLE 350,2022,"18,815 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,"$61,998",61998,18815,,False,2022,4.0,18.815,0.0
Toyota,4Runner Limited,2014,"65,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,"$27,999",27999,65000,True,False,2014,12.0,65.0,0.0
Audi,A8 L 55,2019,"23,350 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,"$48,000",48000,23350,True,False,2019,7.0,23.35,
Lexus,ES 350 Base,2019,"39,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,"$34,000",34000,39000,True,True,2019,7.0,39.0,0.0
Toyota,4Runner Limited Nightshade,2019,"48,842 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,,At least 1 accident or damage reported,Yes,"$39,857",39857,48842,True,True,2019,7.0,48.842,0.0
FIAT,500 Sport,2015,"47,800 mi.",Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$11,500",11500,47800,True,True,2015,11.0,47.8,0.0
Ford,Maverick XLT,2022,"52,000 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,"$28,000",28000,52000,True,False,2022,4.0,52.0,
